route_id,service_id,trip_id,direction_id,shape_id
"50","663_108344","663_3173366","0","2030320485"
"50","663_108344","663_3173367","0","2030320485"
"50","663_108344","663_3173368","0","2030320485"
"50","663_108344","663_3173369","0","2030320485"
"50","663_108344","663_3173370","0","2030320485"
"50","663_108344","663_3173371","0","2030320485"
"50","663_108344","663_3173372","0","2030320485"
"50","663_108344","663_3173386","1","328863227"
"50","663_108344","663_3173387","0","2030320485"
"50","663_108344","663_3173388","1","328863227"
"50","663_108344","663_3173389","1","328863227"
"50","663_108344","663_3173390","1","328863227"
"50","663_108344","663_3173391","0","2030320485"
"50","663_108344","663_3173392","0","2030320485"
"50","663_108344","663_3173393","1","328863227"
"50","663_108344","663_3173394","1","328863227"
"50","663_108344","663_3173395","1","328863227"
"50","663_108344","663_3173396","1","328863227"
"50","663_108344","663_3173397","0","2030320485"
"50","663_108344","663_3173398","0","2030320485"
"50","663_108344","663_3173399","0","2030320485"
"50","663_108344","663_3173400","0","2030320485"
"50","663_108344","663_3173401","0","2030320485"
"50","663_108344","663_3173402","1","328863227"
"50","663_108344","663_3173403","1","328863227"
"50","663_108344","663_3173404","1","328863227"
"50","663_108344","663_3173405","0","2030320485"
"50","663_108344","663_3173406","0","2030320485"
"50","663_108344","663_3173407","1","328863227"
"50","663_108344","663_3173408","0","2030320485"
"50","663_108344","663_3173409","1","328863227"
"50","663_108344","663_3173410","0","2030320485"
"50","663_108344","663_3173411","0","2030320485"
"50","663_108344","663_3173498","0","2030320485"
"50","663_108345","663_3182330","0","1978337609"
"50","663_108345","663_3182333","0","1978337609"
"50","663_108345","663_3182336","0","1978337609"
"50","663_108345","663_3182338","0","1978337609"
"50","663_108345","663_3182341","0","1978337609"
"50","663_108345","663_3182344","0","1978337609"
"50","663_108345","663_3182347","0","1978337609"
"50","663_108345","663_3182350","0","1978337609"
"50","663_108345","663_3182353","0","1978337609"
"50","663_108345","663_3182356","0","1978337609"
"50","663_108345","663_3182358","0","1978337609"
"50","663_108345","663_3182361","0","1978337609"
"50","663_108345","663_3182364","0","1978337609"
"50","663_108345","663_3182367","0","1978337609"
"50","663_108345","663_3182370","0","1978337609"
"50","663_108345","663_3182373","0","1978337609"
"50","663_108345","663_3182376","0","1978337609"
"50","663_108345","663_3182379","0","1978337609"
"50","663_108345","663_3182381","0","1978337609"
"50","663_108345","663_3182384","0","1978337609"
"50","663_108345","663_3182387","0","1978337609"
"50","663_108345","663_3182390","0","1978337609"
"50","663_108345","663_3182393","0","1978337609"
"50","663_108345","663_3182396","0","1978337609"
"50","663_108345","663_3182399","0","1978337609"
"50","663_108345","663_3182401","0","1978337609"
"50","663_108345","663_3182404","0","1978337609"
"50","663_108345","663_3182407","0","1978337609"
"50","663_108345","663_3182410","0","1978337609"
"50","663_108345","663_3182413","0","1978337609"
"50","663_108345","663_3182416","0","1978337609"
"50","663_108345","663_3182419","0","1978337609"
"50","663_108345","663_3182422","0","1978337609"
"50","663_108345","663_3182424","0","1978337609"
"50","663_108345","663_3182427","0","1978337609"
"50","663_108345","663_3182430","0","1978337609"
"50","663_108345","663_3182433","0","1978337609"
"50","663_108345","663_3182436","0","1978337609"
"50","663_108345","663_3182439","0","1978337609"
"50","663_108345","663_3182442","0","1978337609"
"50","663_108345","663_3182444","0","1978337609"
"50","663_108345","663_3182447","0","1978337609"
"50","663_108345","663_3182450","0","1978337609"
"50","663_108345","663_3182453","0","1978337609"
"50","663_108345","663_3182456","0","1978337609"
"50","663_108345","663_3182459","0","1978337609"
"50","663_108345","663_3182462","0","1978337609"
"50","663_108345","663_3182465","0","1978337609"
"50","663_108345","663_3182467","0","1978337609"
"50","663_108345","663_3182470","0","1978337609"
"50","663_108345","663_3182473","0","1978337609"
"50","663_108345","663_3182476","0","1978337609"
"50","663_108345","663_3182479","0","1978337609"
"50","663_108345","663_3182482","0","1978337609"
"50","663_108345","663_3182485","0","1978337609"
"50","663_108345","663_3182487","0","1978337609"
"50","663_108345","663_3182490","0","1978337609"
"50","663_108345","663_3182493","0","1978337609"
"50","663_108345","663_3182496","0","1978337609"
"50","663_108345","663_3182499","0","1978337609"
"50","663_108345","663_3182504","0","1978337609"
"50","663_108345","663_3182505","1","739905508"
"50","663_108345","663_3182506","1","739905508"
"50","663_108345","663_3182507","1","739905508"
"50","663_108345","663_3182508","1","739905508"
"50","663_108345","663_3182509","1","739905508"
"50","663_108345","663_3182510","1","739905508"
"50","663_108345","663_3182511","1","739905508"
"50","663_108345","663_3182512","1","739905508"
"50","663_108345","663_3182513","1","739905508"
"50","663_108345","663_3182514","1","739905508"
"50","663_108345","663_3182515","1","739905508"
"50","663_108345","663_3182516","1","739905508"
"50","663_108345","663_3182517","1","739905508"
"50","663_108345","663_3182518","1","739905508"
"50","663_108345","663_3182519","1","739905508"
"50","663_108345","663_3182520","1","739905508"
"50","663_108345","663_3182521","1","739905508"
"50","663_108345","663_3182522","1","739905508"
"50","663_108345","663_3182523","1","739905508"
"50","663_108345","663_3182524","1","739905508"
"50","663_108345","663_3182525","1","739905508"
"50","663_108345","663_3182526","1","739905508"
"50","663_108345","663_3182527","1","739905508"
"50","663_108345","663_3182528","1","739905508"
"50","663_108345","663_3182529","1","739905508"
"50","663_108345","663_3182530","1","739905508"
"50","663_108345","663_3182531","1","739905508"
"50","663_108345","663_3182532","1","739905508"
"50","663_108345","663_3182533","1","739905508"
"50","663_108345","663_3182534","1","739905508"
"50","663_108345","663_3182535","1","739905508"
"50","663_108345","663_3182536","1","739905508"
"50","663_108345","663_3182537","1","739905508"
"50","663_108345","663_3182538","1","739905508"
"50","663_108345","663_3182539","1","739905508"
"50","663_108345","663_3182540","1","739905508"
"50","663_108345","663_3182541","1","739905508"
"50","663_108345","663_3182542","1","739905508"
"50","663_108345","663_3182543","1","739905508"
"50","663_108345","663_3182544","1","739905508"
"50","663_108345","663_3182545","1","739905508"
"50","663_108345","663_3182546","1","739905508"
"50","663_108345","663_3182547","1","739905508"
"50","663_108345","663_3182548","1","739905508"
"50","663_108345","663_3182549","1","739905508"
"50","663_108345","663_3182550","1","739905508"
"50","663_108345","663_3182551","1","739905508"
"50","663_108345","663_3182552","1","739905508"
"50","663_108345","663_3182553","1","739905508"
"50","663_108345","663_3182554","1","739905508"
"50","663_108345","663_3182555","1","739905508"
"50","663_108345","663_3182556","1","739905508"
"50","663_108345","663_3182557","1","739905508"
"50","663_108345","663_3182558","1","739905508"
"50","663_108345","663_3182559","1","739905508"
"50","663_108345","663_3182560","1","739905508"
"50","663_108345","663_3182561","1","739905508"
"50","663_108345","663_3182562","1","739905508"
"50","663_108345","663_3182563","1","739905508"
"50","663_108345","663_3182564","1","739905508"
"50","663_108345","663_3182565","1","739905508"
"504","663_54784","663_1264889","1","832119086"
"504","663_54784","663_1362520","0","2644440765"
"504","663_83963","663_2143313","0","2644440765"
"504","663_83963","663_2143314","1","832119086"
"506","663_83664","663_2138743","0","641323290"
"506","663_83664","663_2138744","1","3183749776"
"506","663_83664","663_2138745","1","3183749776"
"507","663_108190","663_3168148","0","2693695330"
"507","663_108190","663_3168149","1","3046924553"
"507","663_108190","663_3168150","1","2645988006"
"507","663_108190","663_3168153","1","1433591537"
"51","663_88766","663_2324456","0","2828931347"
"51","663_88766","663_2324457","1","1897449093"
"51","663_88766","663_2324458","0","2828931347"
"51","663_88766","663_2324459","1","1897449093"
"51","663_88766","663_2324460","0","2828931347"
"51","663_88766","663_2324461","1","1897449093"
"51","663_88766","663_2324462","0","2159985764"
"51","663_88766","663_2324617","1","1897449093"
"51","663_88766","663_2324618","1","1897449093"
"51","663_88766","663_2324619","1","1897449093"
"51","663_88766","663_2324620","1","1897449093"
"51","663_88766","663_2324621","1","1897449093"
"51","663_88766","663_2324622","1","1897449093"
"51","663_88766","663_2324623","1","1897449093"
"51","663_88766","663_2324624","1","1897449093"
"51","663_88766","663_2324625","1","1897449093"
"51","663_88766","663_2324626","1","1897449093"
"51","663_88766","663_2324627","1","1897449093"
"51","663_88766","663_2324628","1","1897449093"
"51","663_88766","663_2324629","1","1897449093"
"51","663_88766","663_2324630","1","2397303273"
"51","663_88766","663_2324631","0","2159985764"
"51","663_88766","663_2324632","0","2159985764"
"51","663_88766","663_2324633","0","2159985764"
"51","663_88766","663_2324634","0","2159985764"
"51","663_88766","663_2324635","0","2159985764"
"51","663_88766","663_2324636","0","2159985764"
"51","663_88766","663_2324637","0","2159985764"
"51","663_88766","663_2324638","0","2159985764"
"51","663_88766","663_2324639","0","2828931347"
"51","663_88766","663_2324640","0","2828931347"
"51","663_88766","663_2324641","0","2828931347"
"51","663_88766","663_2324642","0","2828931347"
"51","663_88766","663_2324643","0","2828931347"
"51","663_104392","663_2980271","1","2397303273"
"51","663_104392","663_2980273","1","2992729788"
"51","663_104392","663_2980275","1","2992729788"
"51","663_104392","663_2980277","1","2992729788"
"51","663_104392","663_2980279","1","2992729788"
"51","663_104392","663_2980281","1","2992729788"
"51","663_104392","663_2980283","1","2992729788"
"51","663_108245","663_3170497","0","2828931347"
"51","663_108245","663_3170498","1","1897449093"
"51","663_108245","663_3170499","0","2828931347"
"51","663_108245","663_3170500","1","1897449093"
"51","663_108245","663_3170501","0","2828931347"
"51","663_108245","663_3170502","1","1897449093"
"51","663_108245","663_3170503","0","2159985764"
"51","663_108245","663_3170504","1","1897449093"
"51","663_108245","663_3170505","0","2159985764"
"51","663_108245","663_3170506","1","1897449093"
"51","663_108245","663_3170507","0","2828931347"
"51","663_108245","663_3170508","1","1897449093"
"51","663_108245","663_3170509","0","2159985764"
"51","663_108245","663_3170510","1","1897449093"
"51","663_108245","663_3170511","0","2828931347"
"51","663_108245","663_3170512","1","1897449093"
"51","663_108245","663_3170513","0","2159985764"
"51","663_108245","663_3170514","1","1897449093"
"51","663_108245","663_3170515","0","2828931347"
"51","663_108245","663_3170516","1","1897449093"
"51","663_108245","663_3170517","0","2159985764"
"51","663_108245","663_3170518","1","1897449093"
"51","663_108245","663_3170519","0","2159985764"
"51","663_108245","663_3170520","1","1897449093"
"51","663_108245","663_3170521","0","2159985764"
"51","663_108245","663_3170522","1","1897449093"
"51","663_108245","663_3170523","0","2828931347"
"51","663_108245","663_3170524","1","1897449093"
"51","663_108245","663_3170525","0","2159985764"
"51","663_108245","663_3170526","1","1897449093"
"51","663_108245","663_3170527","0","2828931347"
"51","663_108245","663_3170528","1","1897449093"
"51","663_108245","663_3170529","0","2159985764"
"51","663_108245","663_3170530","1","2397303273"
"51","663_108246","663_3170531","1","2397303273"
"51","663_108246","663_3170532","0","2407150527"
"51","663_108246","663_3170533","0","2407150527"
"51","663_108246","663_3170535","0","2407150527"
"51","663_108246","663_3170537","0","2407150527"
"51","663_108246","663_3170539","0","2407150527"
"51","663_108246","663_3170541","0","2407150527"
"51","663_108246","663_3170543","0","2407150527"
"51","663_108246","663_3171117","1","2992729788"
"51","663_108246","663_3171118","1","2992729788"
"51","663_108246","663_3171119","1","2992729788"
"51","663_108246","663_3171120","1","2992729788"
"51","663_108246","663_3171121","1","2992729788"
"51","663_108246","663_3171122","1","2992729788"
"51","663_108342","663_3172838","0","2407150527"
"51","663_108342","663_3172839","1","2992729788"
"51","663_108342","663_3172840","0","2407150527"
"51","663_108342","663_3172841","1","2992729788"
"51","663_108342","663_3172842","0","2407150527"
"51","663_108342","663_3172843","1","2992729788"
"51","663_108342","663_3172844","0","2407150527"
"51","663_108342","663_3172845","1","2992729788"
"51","663_108342","663_3172846","0","2407150527"
"51","663_108342","663_3172847","1","2992729788"
"51","663_108342","663_3172848","0","2407150527"
"51","663_108342","663_3172849","1","2992729788"
"51","663_108342","663_3172850","0","2407150527"
"51","663_108342","663_3172851","1","2397303273"
"51","663_104392","663_3172854","0","59854462"
"51","663_104392","663_3172855","0","59854462"
"51","663_104392","663_3172856","0","59854462"
"51","663_104392","663_3172857","0","59854462"
"51","663_104392","663_3172858","0","59854462"
"51","663_104392","663_3172859","0","59854462"
"51","663_104392","663_3172860","0","59854462"
"52","663_45640","663_1188220","0","2000273901"
"52","663_45640","663_1188221","1","3911839030"
"52","663_45640","663_1188222","0","2000273901"
"52","663_45640","663_1188223","1","3911839030"
"52","663_108254","663_3172494","1","3911839030"
"52","663_108254","663_3172495","1","3911839030"
"52","663_108254","663_3172497","0","2500108511"
"52","663_108254","663_3172498","1","3319502639"
"52","663_108254","663_3172499","0","2000273901"
"52","663_108254","663_3172500","1","1771007948"
"52","663_108254","663_3172501","0","2694995780"
"52","663_108254","663_3172502","1","3911839030"
"52","663_108254","663_3172503","0","2000273901"
"52","663_108254","663_3172504","1","3911839030"
"52","663_108254","663_3172505","0","2000273901"
"52","663_108254","663_3172506","0","2000273901"
"52","663_108254","663_3172507","1","3911839030"
"52","663_108254","663_3172508","0","4091936587"
"52","663_108254","663_3172509","1","3669284445"
"52","663_108254","663_3172510","0","2000273901"
"52","663_108254","663_3172511","1","3911839030"
"52","663_108254","663_3172513","1","1598979417"
"52","663_108254","663_3172514","0","2000273901"
"52","663_108254","663_3172515","0","2000273901"
"52","663_108254","663_3172516","1","3911839030"
"52","663_108254","663_3172517","1","3669284445"
"52","663_108254","663_3172518","0","2000273901"
"52","663_108255","663_3172519","1","3669284445"
"52","663_108255","663_3172520","1","1598979417"
"52","663_108255","663_3172521","0","1477079376"
"52","663_108255","663_3172522","0","4091936587"
"52","663_108255","663_3172523","1","1598979417"
"52","663_108255","663_3172524","0","2500108511"
"52","663_108255","663_3172525","1","1598979417"
"52","663_108255","663_3172526","0","2500108511"
"52","663_108255","663_3172527","1","3669284445"
"52","663_108255","663_3172528","0","4091936587"
"52","663_108255","663_3172529","1","1598979417"
"52","663_108255","663_3172530","0","2500108511"
"52","663_108255","663_3172531","1","1598979417"
"52","663_108255","663_3172532","0","2500108511"
"52","663_108255","663_3172533","1","1598979417"
"52","663_108255","663_3172534","0","2500108511"
"52","663_108255","663_3172535","1","2787154671"
"52","663_108255","663_3172536","0","2500108511"
"52","663_108254","663_3172566","0","327302511"
"52","663_45039","663_3172567","1","3911839030"
"52","663_108254","663_3172570","1","2733938865"
"52","663_45039","663_765733","1","3669284445"
"52","663_45039","663_765734","1","3911839030"
"52","663_45039","663_765736","1","3669284445"
"52","663_45039","663_765737","0","2500108511"
"52","663_45039","663_765738","0","2694995780"
"52","663_45039","663_765739","1","3319502639"
"52","663_45039","663_765740","1","3911839030"
"52","663_45039","663_765741","1","3911839030"
"52","663_45039","663_765742","1","1771007948"
"52","663_45039","663_765743","0","2000273901"
"52","663_45039","663_765744","0","2000273901"
"52","663_45039","663_765745","0","2000273901"
"52","663_45039","663_765746","0","1477079376"
"52","663_45039","663_765747","0","4091936587"
"52","663_45039","663_765748","1","3669284445"
"52","663_45039","663_765749","1","3911839030"
"52","663_45039","663_765750","1","1598979417"
"52","663_45039","663_765751","0","2000273901"
"52","663_45039","663_765752","0","2000273901"
"52","663_45039","663_765753","1","3911839030"
"52","663_45039","663_765754","0","2000273901"
"52","663_49617","663_825537","1","3669284445"
"52","663_49617","663_825538","1","1598979417"
"52","663_49617","663_825539","0","1477079376"
"52","663_49617","663_825540","0","4091936587"
"52","663_49617","663_825541","1","1598979417"
"52","663_49617","663_825542","0","2500108511"
"52","663_49617","663_825543","1","1598979417"
"52","663_49617","663_825544","0","2500108511"
"52","663_49617","663_825545","1","3669284445"
"52","663_49617","663_825546","0","4091936587"
"52","663_49617","663_825547","1","1598979417"
"52","663_49617","663_825548","0","2500108511"
"52","663_49617","663_825549","0","2500108511"
"52","663_49617","663_825550","1","1598979417"
"52","663_49617","663_825551","1","1598979417"
"52","663_49617","663_825552","0","2500108511"
"52","663_49617","663_825553","1","2787154671"
"52","663_49617","663_825554","0","2500108511"
"531","663_94262","663_2553850","0","795069852"
"531","663_94262","663_2553851","1","1190821607"
"533","663_45924","663_1156240","1","1102571650"
"533","663_48583","663_1156241","1","1102571650"
"533","663_45924","663_1156242","0","2659047948"
"533","663_48583","663_1156243","0","2387800949"
"533","663_45041","663_1156649","1","1102571650"
"533","663_103255","663_2930180","1","1102571650"
"533","663_103256","663_2930181","1","1102571650"
"533","663_103257","663_2930182","1","1102571650"
"533","663_103257","663_2930183","0","2387800949"
"533","663_103257","663_2930184","0","2659047948"
"533","663_103258","663_2930185","1","3231186653"
"533","663_103258","663_2930186","1","3231186653"
"533","663_103258","663_2930187","0","2387800949"
"533","663_103258","663_2930188","0","2659047948"
"533","663_103258","663_2930189","1","1102571650"
"533","663_103258","663_2930190","0","2527796710"
"533","663_103258","663_2930191","1","1827012558"
"533","663_103259","663_2930192","1","3231186653"
"533","663_103259","663_2930193","1","3231186653"
"533","663_103259","663_2930194","0","2659047948"
"533","663_103259","663_2930195","0","2527796710"
"533","663_103259","663_2930196","1","1102571650"
"533","663_103260","663_2930197","0","2659047948"
"533","663_103260","663_2930198","1","1102571650"
"533","663_45642","663_813136","1","3231186653"
"533","663_45642","663_813137","0","2659047948"
"533","663_45642","663_813138","1","1102571650"
"533","663_45041","663_813139","0","2659047948"
"533","663_45041","663_813140","0","2659047948"
"533","663_45642","663_813141","1","1102571650"
"536","663_66227","663_1652382","0","1583617067"
"536","663_66228","663_1652383","0","580548848"
"536","663_66230","663_1652389","1","3439031078"
"536","663_66230","663_1652390","1","3439031078"
"536","663_66230","663_1652391","0","580548848"
"536","663_66230","663_1652392","0","580548848"
"536","663_66230","663_1652393","0","511323501"
"536","663_66230","663_1652394","1","2419273662"
"536","663_66230","663_1652395","1","1455990346"
"536","663_66230","663_1652396","1","954707955"
"536","663_66230","663_1652397","0","3736788091"
"536","663_66231","663_1652398","1","3439031078"
"536","663_66231","663_1652399","0","580548848"
"536","663_66233","663_1652401","1","3439031078"
"536","663_66235","663_1652412","0","580548848"
"536","663_66235","663_1652413","1","3439031078"
"536","663_66235","663_1652414","1","3439031078"
"536","663_66235","663_1652415","1","2419273662"
"536","663_66235","663_1652416","0","580548848"
"536","663_66235","663_1652417","1","1455990346"
"536","663_66235","663_1652418","0","511323501"
"536","663_66235","663_1652419","1","3439031078"
"536","663_66235","663_1652420","0","580548848"
"536","663_66235","663_1652421","1","954707955"
"536","663_66235","663_1652422","0","3736788091"
"536","663_92516","663_2505373","0","580548848"
"536","663_92516","663_2505374","0","580548848"
"536","663_92516","663_2505375","1","3439031078"
"536","663_92516","663_2505376","1","3439031078"
"536","663_92516","663_2505377","1","3439031078"
"536","663_92516","663_2505378","1","3439031078"
"536","663_92516","663_2505379","0","3461674622"
"536","663_92516","663_2505380","1","853645716"
"536","663_104490","663_2981768","1","3439031078"
"536","663_104490","663_2981769","1","3439031078"
"536","663_104490","663_2981770","0","580548848"
"536","663_104490","663_2981771","0","3461674622"
"536","663_104490","663_2981772","0","1583617067"
"536","663_104490","663_2981773","1","3439031078"
"536","663_104490","663_2981774","0","580548848"
"536","663_104490","663_2981775","0","580548848"
"536","663_104490","663_2981776","1","3439031078"
"536","663_104490","663_2981777","1","853645716"
"537","663_66237","663_1652427","1","199393091"
"537","663_66239","663_1652430","1","1832424594"
"537","663_66239","663_1652431","0","216703998"
"537","663_66239","663_1652432","0","3872578543"
"537","663_66239","663_1652433","1","97018633"
"537","663_66239","663_1652434","0","216703998"
"537","663_66239","663_1652435","1","3167385850"
"537","663_66239","663_1652436","0","871079230"
"537","663_66239","663_1652437","0","962782765"
"537","663_66240","663_1652438","0","3341343648"
"537","663_66240","663_1652439","0","370989000"
"537","663_66240","663_1652440","1","1832424594"
"537","663_95771","663_2604907","1","2834882830"
"537","663_95771","663_2604908","1","925874012"
"537","663_95771","663_2604909","1","199393091"
"537","663_95771","663_2604910","0","1239956555"
"537","663_95771","663_2604911","1","97018633"
"537","663_95772","663_2604912","0","452133642"
"537","663_95772","663_2604913","1","2769573018"
"537","663_95772","663_2604914","1","2769573018"
"537","663_95772","663_2604915","1","1684717567"
"537","663_95772","663_2604916","0","1655826903"
"537","663_95772","663_2604917","1","1787920106"
"537","663_95773","663_2604918","1","97018633"
"537","663_95773","663_2604919","0","3872578543"
"537","663_95778","663_2605306","0","370989000"
"537","663_95778","663_2605307","0","962782765"
"537","663_95778","663_2605308","1","1832424594"
"537","663_95778","663_2605309","1","1832424594"
"537","663_95778","663_2605310","0","216703998"
"537","663_95778","663_2605311","0","3341343648"
"537","663_95778","663_2605312","0","871079230"
"537","663_95778","663_2605313","1","3167385850"
"537","663_95778","663_2605314","0","216703998"
"537","663_96127","663_2610354","0","1239956555"
"537","663_96127","663_2610355","1","925874012"
"537","663_96127","663_2610356","1","97018633"
"537","663_96127","663_2610357","1","2834882830"
"538","663_77684","663_1938740","1","3560183285"
"538","663_77685","663_1938741","0","3437141028"
"538","663_77683","663_1938742","0","3437141028"
"54","663_50381","663_1187644","1","3560719160"
"54","663_50381","663_1187645","0","3833319927"
"54","663_50381","663_1187646","1","3560719160"
"54","663_50381","663_1187647","0","2952499246"
"54","663_50381","663_1187648","0","3833319927"
"54","663_50381","663_1187649","1","3560719160"
"54","663_50381","663_1187650","0","3833319927"
"54","663_50381","663_1187651","1","3560719160"
"54","663_50381","663_1187652","0","3833319927"
"54","663_50381","663_1187653","1","3560719160"
"54","663_50381","663_1187654","0","3833319927"
"54","663_50381","663_1187655","1","3560719160"
"54","663_50381","663_1187656","0","3833319927"
"54","663_50381","663_1187657","1","3560719160"
"54","663_50381","663_1187658","0","3833319927"
"54","663_50381","663_1187659","1","3560719160"
"54","663_50381","663_1187660","0","3833319927"
